cell_id,count,mean,std,min,25%,50%,75%,max
1,19.0,2.210526315789474,1.0841764600337105,1.0,1.5,2.0,3.0,5.0
2,21.0,2.0476190476190474,0.9206622874969124,1.0,1.0,2.0,2.0,4.0
3,19.0,2.3684210526315788,1.2565617248750864,1.0,1.0,2.0,3.0,5.0
4,22.0,2.3636363636363638,1.1358007263790995,1.0,2.0,2.0,3.0,5.0
5,19.0,2.3684210526315788,1.300022491933183,1.0,1.0,2.0,3.0,5.0
6,20.0,1.85,0.9333020044867297,1.0,1.0,2.0,2.25,4.0
7,20.0,2.3,1.2182817926554552,1.0,1.0,2.5,3.0,4.0
8,20.0,1.9,1.020835571068081,1.0,1.0,2.0,2.25,4.0
9,19.0,2.473684210526316,1.1239029738980326,1.0,2.0,2.0,3.0,5.0
10,21.0,2.0,0.9486832980505138,1.0,1.0,2.0,3.0,4.0
11,19.0,2.6315789473684212,1.460993813805044,1.0,1.5,2.0,3.5,6.0
12,20.0,2.15,1.3088765773505318,1.0,1.0,2.0,3.0,5.0
13,17.0,2.176470588235294,0.9510056596602791,1.0,1.0,2.0,3.0,4.0
14,19.0,1.7894736842105263,1.2727462594467414,1.0,1.0,1.0,2.0,6.0
15,18.0,1.5555555555555556,0.6156987634551992,1.0,1.0,1.5,2.0,3.0
16,21.0,1.9523809523809523,0.8646496675642958,1.0,1.0,2.0,3.0,3.0
17,20.0,2.15,1.1821033884786183,1.0,1.0,2.0,3.0,4.0
18,17.0,1.8235294117647058,0.9510056596602791,1.0,1.0,2.0,2.0,4.0
19,17.0,1.7058823529411764,0.7717436331412898,1.0,1.0,2.0,2.0,3.0
20,19.0,1.8421052631578947,0.9581903020646578,1.0,1.0,2.0,2.5,4.0
21,19.0,1.7894736842105263,1.0316624861746775,1.0,1.0,1.0,2.0,4.0
22,18.0,2.1666666666666665,1.200490095997562,1.0,1.0,2.0,2.75,5.0
23,16.0,1.9375,0.8539125638299665,1.0,1.0,2.0,2.0,4.0
24,17.0,1.588235294117647,0.6183469424008422,1.0,1.0,2.0,2.0,3.0
25,19.0,1.263157894736842,0.4524139283588641,1.0,1.0,1.0,1.5,2.0
26,22.0,1.9090909090909092,0.9714540358261649,1.0,1.0,2.0,2.0,4.0
27,18.0,1.6111111111111112,0.6076849889141855,1.0,1.0,2.0,2.0,3.0
28,18.0,1.8888888888888888,0.9002541398626663,1.0,1.0,2.0,2.0,4.0
29,21.0,1.8095238095238095,0.8728715609439697,1.0,1.0,2.0,2.0,4.0
30,16.0,1.6875,0.9464847243000456,1.0,1.0,1.0,2.0,4.0
31,18.0,1.8333333333333333,0.7859052479933759,1.0,1.0,2.0,2.0,4.0
32,20.0,1.65,0.6708203932499369,1.0,1.0,2.0,2.0,3.0
33,15.0,1.7333333333333334,0.8837151016885371,1.0,1.0,2.0,2.0,4.0
34,21.0,1.7619047619047619,0.9436504599035547,1.0,1.0,1.0,2.0,4.0
35,20.0,1.9,1.020835571068081,1.0,1.0,2.0,2.0,5.0
36,17.0,1.8823529411764706,1.1114378604524227,1.0,1.0,1.0,3.0,4.0
37,20.0,1.85,0.9333020044867296,1.0,1.0,2.0,2.25,4.0
38,16.0,1.8125,0.75,1.0,1.0,2.0,2.0,3.0
39,20.0,2.05,0.9445132413883325,1.0,1.0,2.0,3.0,4.0
40,20.0,3.0,1.5217718205053643,1.0,1.0,3.5,4.0,5.0
41,20.0,2.15,1.1821033884786183,1.0,1.0,2.0,3.0,5.0
42,18.0,1.7222222222222223,0.751903901522118,1.0,1.0,2.0,2.0,3.0
43,19.0,1.9473684210526316,0.9703197760719182,1.0,1.0,2.0,2.0,5.0
44,17.0,1.7647058823529411,0.7524469885568255,1.0,1.0,2.0,2.0,3.0
45,19.0,2.1578947368421053,0.9581903020646579,1.0,1.0,2.0,3.0,4.0
46,18.0,1.6666666666666667,0.8401680504168059,1.0,1.0,1.5,2.0,4.0
47,21.0,2.2857142857142856,1.2705454396776663,1.0,1.0,2.0,3.0,5.0
48,23.0,3.0434782608695654,1.6916441939874305,1.0,1.5,3.0,4.5,6.0
49,19.0,2.8947368421052633,1.1496249070460265,1.0,2.0,3.0,4.0,5.0
50,20.0,2.7,1.3416407864998738,1.0,2.0,2.5,3.25,5.0
51,20.0,2.9,0.8522416262267904,2.0,2.0,3.0,4.0,4.0
52,22.0,2.772727272727273,1.3427696388548198,1.0,2.0,2.5,4.0,5.0
53,20.0,2.65,1.4964871146156007,1.0,2.0,2.0,3.0,7.0
54,21.0,2.380952380952381,1.2440333788202982,1.0,2.0,2.0,3.0,5.0
55,22.0,2.6363636363636362,1.364357673585582,1.0,2.0,2.5,3.0,6.0
56,20.0,2.65,1.0399898784932575,1.0,2.0,2.5,3.0,5.0
57,23.0,2.782608695652174,1.2044056149717561,1.0,2.0,2.0,3.5,5.0
58,21.0,2.857142857142857,1.1526367287968176,1.0,2.0,3.0,4.0,5.0
59,18.0,2.2222222222222223,1.114374293206496,1.0,1.0,2.0,3.0,4.0
60,18.0,2.7222222222222223,1.4061024795535124,1.0,2.0,2.0,3.75,6.0
61,20.0,1.5,0.7608859102526822,1.0,1.0,1.0,2.0,3.0
62,17.0,1.7647058823529411,0.8313702367707395,1.0,1.0,2.0,2.0,3.0
63,20.0,1.65,0.8127277008872489,1.0,1.0,1.0,2.0,3.0
64,20.0,2.25,1.332784974957958,1.0,1.0,2.0,3.0,5.0
65,22.0,1.9090909090909092,1.0192943828752512,1.0,1.0,2.0,2.75,4.0
66,19.0,2.1052631578947367,1.4100723717480785,1.0,1.0,2.0,3.0,6.0
67,21.0,2.142857142857143,1.7402791237532644,1.0,1.0,2.0,2.0,8.0
68,21.0,2.4285714285714284,1.5991068935949395,1.0,1.0,2.0,3.0,7.0
69,22.0,1.7727272727272727,0.7516216235148275,1.0,1.0,2.0,2.0,3.0
70,21.0,2.142857142857143,1.3887301496588274,1.0,1.0,2.0,3.0,6.0
71,23.0,2.869565217391304,1.5463842820677163,1.0,2.0,3.0,4.0,7.0
72,23.0,2.782608695652174,1.2776584313476258,1.0,1.5,3.0,4.0,5.0
73,21.0,2.2857142857142856,0.9561828874675148,1.0,2.0,2.0,3.0,4.0
74,17.0,1.7647058823529411,0.9701425001453321,1.0,1.0,1.0,2.0,4.0
75,22.0,2.272727272727273,1.031956910406178,1.0,2.0,2.0,3.0,5.0
76,17.0,2.0588235294117645,0.658652814016432,1.0,2.0,2.0,2.0,4.0
77,22.0,2.3636363636363638,1.2552918289216957,1.0,1.0,2.0,3.0,5.0
78,18.0,2.3333333333333335,1.2366938848016846,1.0,2.0,2.0,2.75,5.0
79,21.0,1.9523809523809523,0.9206622874969125,1.0,1.0,2.0,3.0,4.0
80,19.0,2.6842105263157894,1.4549773415168656,1.0,2.0,2.0,3.0,6.0
81,21.0,2.9523809523809526,1.395571226279421,1.0,2.0,3.0,4.0,6.0
82,22.0,2.227272727272727,1.2317938209440804,1.0,1.0,2.0,3.0,6.0
83,20.0,1.9,0.8522416262267904,1.0,1.0,2.0,3.0,3.0
84,21.0,2.7142857142857144,1.1464230084422216,1.0,2.0,3.0,3.0,5.0
85,20.0,2.3,1.0809352675491621,1.0,1.0,2.0,3.0,4.0
86,23.0,3.4347826086956523,1.6740285366450525,1.0,2.5,3.0,4.0,7.0
87,22.0,2.772727272727273,1.5097088392205893,1.0,2.0,2.0,3.75,6.0
88,20.0,2.1,1.2096106376585989,1.0,1.0,2.0,3.0,6.0
89,19.0,2.3157894736842106,1.002919714242558,1.0,1.5,2.0,3.0,4.0
90,23.0,1.434782608695652,0.6623708763718499,1.0,1.0,1.0,2.0,3.0
91,23.0,3.347826086956522,1.6681153124565982,1.0,2.0,3.0,4.0,8.0
92,23.0,2.869565217391304,1.6040955487888708,1.0,1.5,3.0,4.0,6.0
93,20.0,3.1,1.6827296120792612,1.0,2.0,3.0,4.0,7.0
94,22.0,3.1363636363636362,1.39028789568939,1.0,2.0,3.0,4.0,6.0
95,22.0,3.3636363636363638,1.7056057308448833,1.0,2.0,3.5,4.75,6.0
96,23.0,2.9130434782608696,2.0206444399174166,1.0,1.5,2.0,3.5,8.0
97,22.0,3.8636363636363638,2.007022303846803,1.0,2.0,4.0,5.75,7.0
98,23.0,3.0,1.2792042981336627,1.0,2.0,3.0,4.0,6.0
99,22.0,3.1818181818181817,1.2960145368218983,1.0,2.25,3.0,4.0,6.0
100,22.0,3.8636363636363638,1.5521246435421705,2.0,3.0,3.0,5.0,8.0
101,18.0,2.888888888888889,1.604731565930206,1.0,2.0,3.0,3.0,7.0
102,21.0,3.3333333333333335,1.8257418583505536,1.0,2.0,3.0,4.0,8.0
103,20.0,2.0,1.1239029738980326,1.0,1.0,2.0,2.25,5.0
104,20.0,2.35,0.9333020044867296,1.0,2.0,2.0,3.0,4.0
105,21.0,2.5714285714285716,0.9783367810436533,1.0,2.0,3.0,3.0,4.0
106,19.0,1.9473684210526316,1.0259783520851542,1.0,1.0,2.0,2.5,4.0
107,21.0,1.8095238095238095,0.749603069567329,1.0,1.0,2.0,2.0,3.0
108,21.0,2.3333333333333335,1.1547005383792517,1.0,1.0,2.0,3.0,4.0
109,22.0,1.8636363636363635,0.9408939288152439,1.0,1.0,2.0,2.0,4.0
110,19.0,2.0526315789473686,0.9703197760719181,1.0,1.0,2.0,3.0,4.0
111,23.0,2.4347826086956523,1.1994728750020205,1.0,1.5,2.0,3.0,5.0
112,20.0,3.2,1.5423836644690752,1.0,3.0,3.0,4.0,7.0
113,20.0,2.25,1.2085223687584246,1.0,1.0,2.0,3.0,5.0
114,22.0,2.1363636363636362,1.3200091827045153,1.0,1.0,2.0,3.0,6.0
115,20.0,1.7,0.9787209698591856,1.0,1.0,1.0,2.25,4.0
116,18.0,2.2222222222222223,1.114374293206496,1.0,1.25,2.0,3.0,5.0
117,19.0,2.1052631578947367,1.0485300208760655,1.0,1.0,2.0,2.5,4.0
118,19.0,1.736842105263158,0.8719139396343285,1.0,1.0,2.0,2.0,4.0
119,20.0,1.85,0.6708203932499369,1.0,1.0,2.0,2.0,3.0
120,17.0,1.9411764705882353,0.9663454503498037,1.0,1.0,2.0,3.0,4.0
121,20.0,2.25,1.019545822516343,1.0,2.0,2.0,3.0,5.0
122,17.0,1.7058823529411764,0.6859943405700354,1.0,1.0,2.0,2.0,3.0
123,19.0,1.736842105263158,0.6533762964749499,1.0,1.0,2.0,2.0,3.0
124,19.0,1.7894736842105263,0.8549819600709617,1.0,1.0,2.0,2.0,4.0
125,19.0,1.9473684210526316,1.025978352085154,1.0,1.0,2.0,2.5,4.0
126,19.0,1.9473684210526316,0.9703197760719182,1.0,1.0,2.0,2.0,4.0
127,22.0,1.8636363636363635,1.245772070624499,1.0,1.0,1.0,2.0,5.0
128,20.0,1.75,0.7863975156570492,1.0,1.0,2.0,2.0,3.0
129,22.0,1.6363636363636365,0.8477114595277798,1.0,1.0,1.0,2.0,3.0
130,16.0,1.4375,0.7274384280931732,1.0,1.0,1.0,2.0,3.0
131,16.0,1.9375,0.9287087810503355,1.0,1.0,2.0,3.0,3.0
132,19.0,2.0,1.247219128924647,1.0,1.0,2.0,2.5,5.0
133,18.0,1.9444444444444444,0.9983646759294875,1.0,1.0,2.0,3.0,4.0
134,20.0,1.9,0.7880689256524123,1.0,1.0,2.0,2.25,3.0
135,17.0,1.9411764705882353,0.9663454503498036,1.0,1.0,2.0,3.0,4.0
136,18.0,1.8888888888888888,0.9002541398626662,1.0,1.0,2.0,2.0,4.0
137,18.0,1.6666666666666667,0.8401680504168059,1.0,1.0,1.5,2.0,4.0
138,18.0,2.1666666666666665,0.8574929257125442,1.0,1.25,2.0,3.0,3.0
139,18.0,1.7777777777777777,1.0032626514091005,1.0,1.0,1.5,2.0,4.0
140,23.0,3.260869565217391,1.388831795049606,1.0,2.0,3.0,4.0,6.0
141,20.0,3.7,2.3192557789991715,1.0,2.0,3.5,5.25,8.0
142,16.0,2.25,1.1832159566199232,1.0,1.0,2.0,3.0,4.0
143,17.0,2.1176470588235294,1.2187264326529799,1.0,1.0,2.0,3.0,5.0
144,17.0,2.2941176470588234,1.046703508780838,1.0,2.0,2.0,3.0,4.0
145,18.0,1.7222222222222223,0.8264420947336313,1.0,1.0,1.5,2.0,3.0
146,19.0,1.9473684210526316,0.8481145238787243,1.0,1.0,2.0,2.0,4.0
147,18.0,1.9444444444444444,1.109966730938747,1.0,1.0,1.5,3.0,4.0
148,19.0,2.3157894736842106,1.2932573679987451,1.0,1.0,2.0,3.5,5.0
149,20.0,1.4,0.598243041616119,1.0,1.0,1.0,2.0,3.0
150,18.0,2.2222222222222223,1.3085940167422416,1.0,1.0,2.0,3.0,5.0
151,21.0,2.619047619047619,1.395571226279421,1.0,1.0,3.0,3.0,5.0
152,23.0,2.4347826086956523,1.160959123723364,1.0,2.0,2.0,3.0,5.0
153,22.0,2.6818181818181817,1.2105238392398416,1.0,2.0,3.0,3.0,5.0
154,20.0,1.9,0.7880689256524124,1.0,1.0,2.0,2.25,3.0
155,22.0,2.272727272727273,1.1621744062959527,1.0,1.25,2.0,3.0,5.0
156,16.0,2.625,1.5864005379054391,1.0,1.0,3.0,3.0,7.0
157,21.0,2.5714285714285716,1.2873006086935783,1.0,2.0,2.0,3.0,5.0
158,18.0,2.3333333333333335,0.840168050416806,1.0,2.0,2.0,3.0,4.0
159,20.0,1.95,1.145931016569864,1.0,1.0,2.0,2.25,5.0
160,19.0,1.736842105263158,0.8719139396343282,1.0,1.0,2.0,2.0,4.0
161,18.0,1.7222222222222223,0.8264420947336313,1.0,1.0,1.5,2.0,3.0
162,21.0,1.9047619047619047,0.8309489698388166,1.0,1.0,2.0,2.0,4.0
163,20.0,1.6,0.8207826816681233,1.0,1.0,1.0,2.0,4.0
164,21.0,2.4285714285714284,1.0757057484009542,1.0,2.0,3.0,3.0,5.0
165,21.0,2.5238095238095237,1.2090925365350504,1.0,2.0,2.0,3.0,5.0
166,19.0,2.0,1.0,1.0,1.0,2.0,2.5,4.0
167,18.0,2.0,1.2366938848016846,1.0,1.0,1.5,3.0,5.0
168,20.0,1.9,1.020835571068081,1.0,1.0,2.0,2.0,5.0
169,17.0,1.7647058823529411,1.0325582165612919,1.0,1.0,1.0,2.0,4.0
170,19.0,2.1052631578947367,1.3289401308354825,1.0,1.0,2.0,3.0,5.0
171,22.0,2.590909090909091,1.0537502599713133,1.0,2.0,3.0,3.0,4.0
172,20.0,2.3,1.3018205875255098,1.0,1.0,2.0,3.0,6.0
173,22.0,2.1818181818181817,1.006472559480393,1.0,1.25,2.0,3.0,4.0
174,20.0,2.8,1.4725559590832462,1.0,2.0,2.5,4.0,6.0
175,17.0,2.235294117647059,1.3932610920384718,1.0,1.0,2.0,3.0,5.0
176,18.0,2.111111111111111,0.9633818428657447,1.0,1.25,2.0,2.75,4.0
177,19.0,2.263157894736842,1.5217718205053639,1.0,1.0,2.0,2.0,6.0
178,17.0,1.6470588235294117,0.701888209634219,1.0,1.0,2.0,2.0,3.0
179,19.0,2.3157894736842106,1.002919714242558,1.0,2.0,2.0,3.0,4.0
180,21.0,2.380952380952381,1.5644868320376006,1.0,1.0,2.0,3.0,6.0
181,21.0,3.619047619047619,1.8296499795368097,1.0,2.0,3.0,5.0,8.0
182,19.0,2.6315789473684212,1.2115429242540032,1.0,2.0,3.0,3.5,5.0
183,23.0,2.0434782608695654,1.0215078369104982,1.0,1.0,2.0,3.0,4.0
184,20.0,2.65,1.1821033884786183,1.0,2.0,2.0,4.0,5.0
185,22.0,2.1818181818181817,1.2587357087234732,1.0,1.0,2.0,3.0,6.0
186,22.0,2.6818181818181817,1.4271638086766836,1.0,1.25,3.0,3.75,6.0
187,23.0,2.9130434782608696,1.6763879860706166,1.0,2.0,3.0,3.5,8.0
188,22.0,3.272727272727273,1.804275825757042,1.0,2.0,3.0,4.0,7.0
189,22.0,2.6363636363636362,1.1358007263790995,1.0,2.0,2.0,3.75,5.0
190,23.0,4.086956521739131,2.065144579536104,1.0,2.0,5.0,6.0,7.0
191,21.0,3.6666666666666665,1.7126976771553506,1.0,3.0,3.0,5.0,7.0
192,21.0,3.5238095238095237,2.27198256197198,1.0,2.0,3.0,5.0,9.0
193,21.0,3.6666666666666665,1.983263304085802,1.0,2.0,3.0,5.0,8.0
194,22.0,3.727272727272727,2.119789256861751,1.0,2.0,4.0,5.0,8.0
195,21.0,3.761904761904762,2.3217399058628834,1.0,2.0,3.0,5.0,8.0
196,22.0,2.909090909090909,1.6008655667389948,1.0,2.0,2.5,4.0,6.0
197,20.0,2.8,1.8524521444205841,1.0,1.75,2.0,3.25,8.0
198,20.0,3.9,1.8609561775433732,1.0,3.0,3.5,6.0,7.0
199,23.0,2.9565217391304346,1.6370222653443665,1.0,2.0,3.0,4.0,7.0
200,21.0,2.619047619047619,1.3592715135759479,1.0,2.0,3.0,3.0,7.0
201,23.0,2.4347826086956523,1.0368697190241638,1.0,2.0,2.0,3.0,5.0
202,22.0,2.8636363636363638,1.245772070624499,1.0,2.0,2.5,4.0,5.0
203,21.0,2.142857142857143,0.8535639569308375,1.0,2.0,2.0,3.0,4.0
204,21.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0
205,19.0,2.4210526315789473,1.2163602113447687,1.0,1.0,3.0,3.0,5.0
206,20.0,2.15,0.9333020044867297,1.0,1.75,2.0,3.0,4.0
207,23.0,2.8260869565217392,1.3021720984236465,1.0,2.0,3.0,3.5,6.0
208,20.0,2.0,1.025978352085154,1.0,1.0,2.0,3.0,4.0
209,17.0,2.1176470588235294,1.3639259941972872,1.0,1.0,2.0,3.0,5.0
210,20.0,2.15,0.9880869341680845,1.0,1.0,2.0,3.0,4.0
211,22.0,2.3181818181818183,0.945483682534709,1.0,2.0,2.0,3.0,4.0
212,22.0,2.909090909090909,1.8233692233542076,1.0,2.0,2.0,3.0,7.0
213,22.0,2.590909090909091,1.3330627431056188,1.0,1.25,2.5,3.75,5.0
214,17.0,2.4705882352941178,1.0675700831106785,1.0,2.0,2.0,3.0,5.0
215,21.0,1.8571428571428572,0.7270291799999699,1.0,1.0,2.0,2.0,3.0
216,22.0,1.4545454545454546,0.8578640544577772,1.0,1.0,1.0,1.75,4.0
217,23.0,1.8695652173913044,0.8148813536665074,1.0,1.0,2.0,2.0,4.0
218,19.0,2.1052631578947367,1.1002392084403616,1.0,1.0,2.0,3.0,5.0
219,18.0,1.8888888888888888,0.9633818428657448,1.0,1.0,2.0,2.75,4.0
220,20.0,1.75,0.8506963092234007,1.0,1.0,1.5,2.25,3.0
221,18.0,1.8333333333333333,0.8574929257125443,1.0,1.0,2.0,2.0,4.0
222,19.0,2.263157894736842,0.7334928056269079,1.0,2.0,2.0,3.0,3.0
223,23.0,1.9565217391304348,0.9282564726687249,1.0,1.0,2.0,3.0,4.0
224,20.0,1.8,0.9514531821875089,1.0,1.0,1.5,2.25,4.0
225,20.0,1.6,1.0954451150103321,1.0,1.0,1.0,2.0,5.0
226,16.0,1.875,1.0878112581387147,1.0,1.0,1.5,2.25,4.0
227,19.0,1.894736842105263,0.9941348467724344,1.0,1.0,2.0,3.0,4.0
228,15.0,1.9333333333333333,0.7988086367179801,1.0,1.5,2.0,2.0,4.0
229,17.0,1.5294117647058822,0.6242642728467976,1.0,1.0,1.0,2.0,3.0
230,19.0,1.7894736842105263,0.7132825035177586,1.0,1.0,2.0,2.0,3.0
231,19.0,1.6842105263157894,0.9459053029269173,1.0,1.0,1.0,2.0,4.0
232,21.0,2.0952380952380953,1.2611408289624877,1.0,1.0,2.0,2.0,6.0
233,18.0,1.7777777777777777,0.9428090415820634,1.0,1.0,1.5,2.0,4.0
234,19.0,1.894736842105263,1.100239208440362,1.0,1.0,2.0,2.0,5.0
235,19.0,1.4210526315789473,0.606976978666884,1.0,1.0,1.0,2.0,3.0
236,20.0,2.2,1.105012502906165,1.0,1.75,2.0,2.25,5.0
237,19.0,1.7894736842105263,1.0316624861746775,1.0,1.0,2.0,2.0,5.0
238,21.0,2.4761904761904763,1.2497618820818477,1.0,2.0,2.0,4.0,5.0
239,22.0,2.727272727272727,1.6089576093684346,1.0,1.0,2.5,4.0,6.0
240,22.0,2.409090909090909,1.3683180815491596,1.0,1.0,2.5,3.75,5.0
241,19.0,2.4210526315789473,1.304513083861144,1.0,1.0,2.0,3.0,5.0
242,21.0,3.380952380952381,1.9098740920854043,1.0,2.0,3.0,4.0,7.0
243,22.0,2.5,1.5660079668957474,1.0,1.0,2.0,3.75,6.0
244,18.0,1.7777777777777777,0.9428090415820634,1.0,1.0,1.5,2.0,4.0
245,18.0,1.7222222222222223,0.8947924869885986,1.0,1.0,1.5,2.0,4.0
246,20.0,2.65,1.0894228312566054,1.0,2.0,3.0,3.25,4.0
247,19.0,1.6842105263157894,0.820069887194403,1.0,1.0,2.0,2.0,4.0
248,19.0,2.0526315789473686,1.0259783520851542,1.0,1.0,2.0,3.0,4.0
249,19.0,1.6842105263157894,0.7492686492653552,1.0,1.0,2.0,2.0,3.0
250,18.0,1.4444444444444444,0.7047921864945659,1.0,1.0,1.0,2.0,3.0
251,20.0,2.35,1.3484884325167863,1.0,1.75,2.0,3.0,6.0
252,22.0,2.5454545454545454,1.4050003466284178,1.0,2.0,2.0,3.0,6.0
253,20.0,1.7,0.9233805168766386,1.0,1.0,2.0,2.0,5.0
254,22.0,2.0,1.1952286093343936,1.0,1.0,2.0,2.75,5.0
255,21.0,2.380952380952381,1.1608699529314417,1.0,1.0,3.0,3.0,4.0
256,21.0,2.3333333333333335,1.7126976771553508,1.0,1.0,2.0,3.0,7.0
257,20.0,2.0,1.1697953037312037,1.0,1.0,2.0,3.0,5.0
258,21.0,1.7619047619047619,0.8309489698388164,1.0,1.0,2.0,2.0,4.0
259,18.0,2.0555555555555554,1.1099667309387475,1.0,1.0,2.0,2.0,5.0
260,19.0,2.473684210526316,1.5765088382115287,1.0,1.0,2.0,3.5,6.0
261,19.0,1.631578947368421,0.6839855680567694,1.0,1.0,2.0,2.0,3.0
262,18.0,1.7222222222222223,0.8947924869885987,1.0,1.0,1.5,2.0,4.0
263,16.0,2.5,1.4142135623730951,1.0,1.0,2.0,3.25,5.0
264,19.0,1.9473684210526316,0.9703197760719181,1.0,1.0,2.0,3.0,4.0
265,20.0,2.25,1.446411166701189,1.0,1.0,2.0,3.0,5.0
266,19.0,1.736842105263158,0.7334928056269079,1.0,1.0,2.0,2.0,4.0
267,21.0,1.8095238095238095,0.8135752957807667,1.0,1.0,2.0,2.0,4.0
268,19.0,1.736842105263158,0.8719139396343282,1.0,1.0,2.0,2.0,4.0
269,20.0,2.3,1.3416407864998738,1.0,1.0,2.0,3.0,5.0
270,19.0,1.9473684210526316,0.8481145238787242,1.0,1.0,2.0,2.0,4.0
271,21.0,2.238095238095238,1.2611408289624877,1.0,1.0,2.0,3.0,5.0
272,20.0,2.95,1.4317821063276355,1.0,2.0,3.0,4.0,6.0
273,20.0,2.15,0.812727700887249,1.0,2.0,2.0,3.0,4.0
274,23.0,2.4347826086956523,1.3759653456432204,1.0,1.0,3.0,3.0,6.0
275,22.0,2.090909090909091,1.0192943828752512,1.0,1.0,2.0,3.0,4.0
276,20.0,1.9,1.020835571068081,1.0,1.0,2.0,2.25,4.0
277,20.0,2.0,0.9176629354822471,1.0,1.0,2.0,3.0,4.0
278,23.0,2.3043478260869565,1.362977442909978,1.0,1.0,2.0,3.0,6.0
279,22.0,2.1363636363636362,1.166821263721167,1.0,1.0,2.0,3.0,5.0
280,19.0,2.473684210526316,1.5408663166699288,1.0,1.0,2.0,4.0,5.0
281,22.0,3.0454545454545454,1.4953028910326949,1.0,2.0,3.0,4.0,6.0
282,23.0,2.391304347826087,1.5591119393827024,1.0,1.0,2.0,3.0,6.0
283,22.0,3.0,1.7728105208558367,1.0,2.0,2.5,3.75,9.0
284,17.0,2.4705882352941178,1.1245914290767742,1.0,2.0,2.0,3.0,4.0
285,22.0,2.3636363636363638,1.5289415743128767,1.0,1.0,2.0,3.0,6.0
286,23.0,2.652173913043478,1.6681153124565982,1.0,1.0,2.0,4.0,6.0
287,21.0,2.4761904761904763,1.077916862241593,1.0,2.0,2.0,3.0,4.0
288,22.0,2.9545454545454546,1.785584410861522,1.0,1.25,3.0,4.0,8.0
289,23.0,2.3043478260869565,1.258959982348188,1.0,1.0,2.0,3.0,6.0
290,23.0,3.8260869565217392,1.749082198625727,1.0,3.0,4.0,4.5,7.0
291,21.0,3.5238095238095237,2.159144451375304,1.0,2.0,3.0,4.0,8.0
292,23.0,3.0869565217391304,1.5641740044526804,1.0,2.0,3.0,3.5,7.0
293,22.0,3.1363636363636362,1.6123173073458896,1.0,2.0,3.0,4.0,7.0
294,23.0,3.347826086956522,2.1236481400940463,1.0,2.0,3.0,4.0,10.0
295,23.0,3.9130434782608696,1.8068818816921466,1.0,3.0,4.0,4.5,8.0
296,22.0,3.0454545454545454,1.9142889448832339,1.0,2.0,2.0,5.0,7.0
297,23.0,3.130434782608696,1.25424181466106,1.0,2.5,3.0,4.0,6.0
298,20.0,3.75,2.173403830521681,1.0,2.0,3.0,5.0,8.0
299,23.0,3.5217391304347827,1.5629100252527568,1.0,2.0,4.0,5.0,6.0
300,19.0,4.315789473684211,2.427907914667536,1.0,2.5,4.0,5.0,11.0
301,21.0,2.5714285714285716,1.5023790657297036,1.0,1.0,2.0,4.0,6.0
302,23.0,2.5217391304347827,1.5335509956067592,1.0,1.5,2.0,3.0,6.0
303,20.0,2.55,1.3168942730211066,1.0,1.75,2.0,4.0,5.0
304,20.0,2.3,1.1742858972247996,1.0,1.0,2.0,3.25,4.0
305,20.0,2.75,1.5852942612451615,1.0,2.0,3.0,3.0,8.0
306,22.0,1.9545454545454546,1.132938561242305,1.0,1.0,2.0,2.0,4.0
307,21.0,2.4285714285714284,1.1212238211627763,1.0,2.0,2.0,3.0,5.0
308,22.0,2.090909090909091,1.0192943828752512,1.0,1.0,2.0,3.0,4.0
309,20.0,2.55,1.234376040972246,1.0,1.75,2.5,3.25,5.0
310,21.0,2.5238095238095237,1.2497618820818475,1.0,2.0,2.0,3.0,5.0
311,17.0,2.0588235294117645,1.2485285456935953,1.0,1.0,2.0,2.0,6.0
312,20.0,1.85,0.8750939799154207,1.0,1.0,2.0,2.0,4.0
313,17.0,1.8235294117647058,0.9510056596602791,1.0,1.0,2.0,2.0,4.0
314,19.0,2.1578947368421053,1.3442535266309137,1.0,1.0,2.0,2.0,6.0
315,21.0,2.380952380952381,1.5644868320376006,1.0,1.0,2.0,3.0,7.0
316,18.0,1.6666666666666667,0.6859943405700353,1.0,1.0,2.0,2.0,3.0
317,20.0,1.75,0.910465468000326,1.0,1.0,1.5,2.0,4.0
318,20.0,1.9,1.0711528467275955,1.0,1.0,1.5,3.0,4.0
319,17.0,1.6470588235294117,0.9314757424772421,1.0,1.0,1.0,2.0,4.0
320,16.0,1.6875,0.6020797289396148,1.0,1.0,2.0,2.0,3.0
321,15.0,1.6,0.828078671210825,1.0,1.0,1.0,2.0,4.0
322,17.0,1.6470588235294117,0.7859052479933758,1.0,1.0,1.0,2.0,3.0
323,20.0,1.8,0.9514531821875089,1.0,1.0,1.5,2.25,4.0
324,14.0,1.7142857142857142,0.8254203058555569,1.0,1.0,2.0,2.0,4.0
325,17.0,1.588235294117647,0.7122871199007256,1.0,1.0,1.0,2.0,3.0
326,19.0,1.5789473684210527,0.7685331969757723,1.0,1.0,1.0,2.0,3.0
327,19.0,1.6842105263157894,0.88522637273985,1.0,1.0,1.0,2.0,4.0
328,18.0,1.7777777777777777,1.0602749674192764,1.0,1.0,1.5,2.0,5.0
329,16.0,1.5,0.7302967433402214,1.0,1.0,1.0,2.0,3.0
330,20.0,1.55,0.8255779474818967,1.0,1.0,1.0,2.0,4.0
