cell_id,count,mean,std,min,25%,50%,75%,max
2478,23.0,2.4782608695652173,1.238384769748346,1.0,2.0,2.0,3.0,6.0
2479,21.0,3.2857142857142856,1.5856499343441839,1.0,2.0,3.0,4.0,7.0
2480,20.0,3.9,2.291862033139728,1.0,2.75,3.0,5.25,9.0
2481,21.0,2.761904761904762,1.5781242633190173,1.0,1.0,3.0,4.0,6.0
2482,20.0,2.7,1.1285761872936695,1.0,2.0,3.0,3.25,5.0
2483,20.0,2.5,1.2773327473170102,1.0,1.0,2.5,3.25,5.0
2484,20.0,2.5,1.2354415362426845,1.0,2.0,2.0,3.0,6.0
2485,20.0,2.75,1.446411166701189,1.0,2.0,2.5,3.25,6.0
2486,20.0,1.9,0.8522416262267903,1.0,1.0,2.0,2.0,4.0
2487,19.0,2.0526315789473686,1.177270110161938,1.0,1.0,2.0,2.0,5.0
2488,19.0,2.0526315789473686,1.177270110161938,1.0,1.0,2.0,3.0,5.0
2489,18.0,1.8888888888888888,1.0226199851298272,1.0,1.0,2.0,2.0,4.0
2490,21.0,1.9047619047619047,0.9436504599035547,1.0,1.0,2.0,3.0,4.0
2491,20.0,2.2,1.1964860832322377,1.0,1.0,2.0,3.0,4.0
2492,19.0,3.0526315789473686,1.5446568914424659,1.0,2.0,3.0,4.0,6.0
2493,21.0,2.0952380952380953,0.8890872794479688,1.0,1.0,2.0,3.0,4.0
2494,17.0,1.6470588235294117,1.0571882797418488,1.0,1.0,1.0,2.0,5.0
2495,17.0,1.5294117647058822,0.7998161553463027,1.0,1.0,1.0,2.0,4.0
2496,17.0,2.1176470588235294,0.8574929257125443,1.0,2.0,2.0,3.0,4.0
2497,17.0,1.5294117647058822,0.7998161553463028,1.0,1.0,1.0,2.0,3.0
2498,19.0,1.8421052631578947,0.7647191129018728,1.0,1.0,2.0,2.0,3.0
2499,19.0,2.0,0.8819171036881969,1.0,1.0,2.0,2.5,4.0
2500,19.0,1.631578947368421,0.760885910252682,1.0,1.0,1.0,2.0,3.0
2501,18.0,1.8888888888888888,1.078609610939221,1.0,1.0,2.0,2.0,5.0
2502,17.0,1.588235294117647,0.9393364366277241,1.0,1.0,1.0,2.0,4.0
2503,21.0,2.4761904761904763,1.4703417160322843,1.0,2.0,2.0,3.0,7.0
2504,23.0,2.739130434782609,1.5729934203280245,1.0,1.0,3.0,4.0,6.0
2505,20.0,2.15,1.1367080817685316,1.0,1.0,2.0,2.25,5.0
2506,20.0,2.3,1.3416407864998738,1.0,1.75,2.0,3.0,7.0
2507,21.0,2.4761904761904763,1.1670067531530237,1.0,2.0,2.0,3.0,6.0
2508,22.0,2.3181818181818183,1.4924050144892729,1.0,1.0,2.0,3.0,7.0
2509,23.0,3.9565217391304346,2.771252766752467,1.0,2.0,3.0,5.0,11.0
2510,22.0,3.5,2.262531241562781,1.0,2.0,3.0,4.0,9.0
2511,22.0,3.1363636363636362,1.8592229443264614,1.0,2.0,2.5,4.5,7.0
2512,20.0,3.65,2.3232237130876205,1.0,1.75,4.0,5.25,8.0
2513,21.0,3.0,1.3416407864998738,1.0,2.0,3.0,4.0,5.0
2514,21.0,2.9523809523809526,1.7741530507876278,1.0,1.0,3.0,4.0,8.0
2515,18.0,3.611111111111111,2.5237434587833274,1.0,2.0,3.0,4.75,9.0
2516,23.0,2.6956521739130435,1.6904755277381043,1.0,1.5,2.0,3.0,7.0
2517,21.0,2.238095238095238,1.6402671094904606,1.0,1.0,2.0,3.0,8.0
2518,22.0,3.727272727272727,1.931735419668473,1.0,2.25,3.0,5.0,8.0
2519,21.0,3.761904761904762,2.256208365926381,1.0,2.0,4.0,6.0,8.0
2520,18.0,2.0555555555555554,1.055641551364534,1.0,1.0,2.0,3.0,4.0
2521,20.0,1.75,1.164157703189193,1.0,1.0,1.0,2.0,5.0
2522,22.0,1.5909090909090908,0.7963662060880873,1.0,1.0,1.0,2.0,4.0
2523,20.0,3.05,1.8488972531299783,1.0,1.75,3.0,4.0,7.0
2524,23.0,2.9565217391304346,1.551487874430841,1.0,1.5,3.0,4.0,6.0
2525,22.0,2.9545454545454546,1.785584410861522,1.0,2.0,2.5,4.5,7.0
2526,20.0,2.85,1.6311119875071343,1.0,1.0,3.0,4.0,6.0
2527,21.0,2.8095238095238093,1.470341716032284,1.0,2.0,2.0,4.0,6.0
2528,20.0,2.75,1.4823523268955432,1.0,1.75,3.0,3.25,6.0
2529,19.0,2.6315789473684212,1.01162829777814,1.0,2.0,3.0,3.0,4.0
2530,23.0,3.5217391304347827,1.2745610730183763,1.0,3.0,4.0,4.0,6.0
2531,21.0,2.619047619047619,1.3955712262794213,1.0,1.0,2.0,4.0,5.0
2532,20.0,2.55,1.4680814547887788,1.0,1.75,2.0,3.0,6.0
2533,22.0,2.8636363636363638,1.3556040489989463,1.0,2.0,3.0,4.0,6.0
2534,21.0,1.9047619047619047,1.091089451179962,1.0,1.0,1.0,3.0,4.0
2535,20.0,2.45,1.0500626547722611,1.0,2.0,2.5,3.0,5.0
2536,20.0,3.2,1.4363696929192158,1.0,2.0,3.5,4.0,6.0
2537,20.0,2.8,1.8524521444205841,1.0,1.0,2.0,4.0,6.0
2538,19.0,2.526315789473684,1.6113631583445662,1.0,1.0,2.0,3.5,6.0
2539,20.0,2.25,1.118033988749895,1.0,1.75,2.0,3.0,5.0
2540,22.0,1.7727272727272727,0.9223065383316713,1.0,1.0,1.5,2.0,4.0
2541,18.0,2.111111111111111,0.9002541398626662,1.0,1.25,2.0,3.0,4.0
2542,22.0,1.5454545454545454,1.010764572808635,1.0,1.0,1.0,2.0,5.0
2543,19.0,1.5789473684210527,0.606976978666884,1.0,1.0,2.0,2.0,3.0
2544,19.0,2.1052631578947367,1.1969747440993463,1.0,1.0,2.0,2.5,5.0
2545,23.0,1.9565217391304348,0.8779242496606939,1.0,1.0,2.0,2.5,4.0
2546,21.0,1.6666666666666667,0.7958224257542215,1.0,1.0,1.0,2.0,3.0
2547,22.0,2.0454545454545454,1.2140947137789433,1.0,1.0,2.0,2.0,6.0
2548,12.0,1.5,0.674199862463242,1.0,1.0,1.0,2.0,3.0
2549,17.0,1.588235294117647,0.7122871199007256,1.0,1.0,1.0,2.0,3.0
2550,16.0,1.4375,0.6291528696058958,1.0,1.0,1.0,2.0,3.0
2551,19.0,1.5789473684210527,0.837707816583391,1.0,1.0,1.0,2.0,4.0
2552,22.0,2.3181818181818183,1.0861186305619106,1.0,1.25,2.0,3.0,4.0
2553,22.0,2.772727272727273,1.4778303975702638,1.0,2.0,2.5,3.0,6.0
2554,20.0,2.7,1.380312702938989,1.0,1.75,3.0,3.0,6.0
2555,22.0,2.590909090909091,1.5324767040594283,1.0,1.25,2.0,3.75,5.0
2556,21.0,1.8571428571428572,0.5732115042211107,1.0,2.0,2.0,2.0,3.0
2557,20.0,1.85,0.9333020044867296,1.0,1.0,2.0,2.0,4.0
2558,20.0,1.7,1.0310954828418373,1.0,1.0,1.0,2.0,5.0
2559,18.0,1.7222222222222223,0.9582800496695999,1.0,1.0,1.0,2.0,4.0
2560,18.0,1.8333333333333333,0.8574929257125442,1.0,1.0,2.0,2.0,4.0
2561,20.0,1.65,0.7451598203705946,1.0,1.0,1.5,2.0,3.0
2562,20.0,2.4,1.142481141154959,1.0,1.75,2.0,3.0,5.0
2563,23.0,2.4782608695652173,1.4418915990459233,1.0,2.0,2.0,3.0,7.0
2564,20.0,2.45,1.145931016569864,1.0,1.75,2.0,3.25,4.0
2565,20.0,2.0,1.1697953037312037,1.0,1.0,1.5,3.0,4.0
2566,23.0,3.0434782608695654,1.580513750466923,1.0,2.0,3.0,4.0,6.0
2567,23.0,2.4782608695652173,0.8458220969937154,1.0,2.0,3.0,3.0,4.0
2568,21.0,2.4285714285714284,1.164964745021435,1.0,2.0,2.0,3.0,5.0
2569,21.0,2.0476190476190474,1.0712698295103096,1.0,1.0,2.0,3.0,5.0
2570,20.0,2.4,1.429022485182754,1.0,1.0,2.0,3.0,6.0
2571,21.0,2.3333333333333335,0.9660917830792959,1.0,2.0,2.0,3.0,5.0
2572,18.0,2.2222222222222223,1.114374293206496,1.0,1.25,2.0,3.0,5.0
2573,18.0,1.8888888888888888,1.1826634392157036,1.0,1.0,2.0,2.0,6.0
2574,17.0,2.176470588235294,1.0744355563298726,1.0,1.0,2.0,3.0,5.0
2575,17.0,1.4705882352941178,0.7174300539794393,1.0,1.0,1.0,2.0,3.0
2576,21.0,2.1904761904761907,1.3273676061682242,1.0,1.0,2.0,4.0,4.0
2577,22.0,2.8181818181818183,1.7630159126409237,1.0,2.0,2.0,3.75,8.0
2578,22.0,2.6818181818181817,1.6150000335062251,1.0,2.0,2.0,3.0,7.0
2579,20.0,3.35,2.4338619949632143,1.0,1.75,3.0,4.0,10.0
2580,20.0,2.1,1.3337718577107005,1.0,1.0,2.0,2.25,6.0
2581,19.0,2.526315789473684,0.9048278567177283,1.0,2.0,2.0,3.0,4.0
2582,20.0,2.25,1.2085223687584246,1.0,1.0,2.0,3.0,5.0
2583,21.0,2.3333333333333335,1.2780193008453877,1.0,1.0,2.0,3.0,5.0
2584,22.0,3.3636363636363638,1.6774542658006548,1.0,2.0,3.0,4.0,7.0
2585,23.0,2.4347826086956523,1.6188123299764534,1.0,1.0,2.0,4.0,6.0
2586,22.0,2.1818181818181817,1.1806521053804941,1.0,1.25,2.0,2.75,6.0
2587,21.0,3.1904761904761907,1.6315344807587615,1.0,2.0,3.0,4.0,7.0
2588,17.0,1.9411764705882353,0.8993461677306267,1.0,1.0,2.0,2.0,4.0
2589,20.0,1.75,0.910465468000326,1.0,1.0,1.5,2.0,4.0
2590,19.0,1.8421052631578947,1.0145145470035761,1.0,1.0,2.0,2.0,4.0
2591,14.0,2.0,0.8770580193070292,1.0,1.25,2.0,2.0,4.0
2592,16.0,1.75,0.8563488385776752,1.0,1.0,1.5,2.25,3.0
2593,19.0,2.1578947368421053,1.11868761873192,1.0,1.0,2.0,2.5,4.0
2594,15.0,1.9333333333333333,0.961150104723255,1.0,1.0,2.0,2.5,4.0
2595,15.0,1.5333333333333334,1.0600988273786194,1.0,1.0,1.0,2.0,5.0
2596,16.0,1.875,0.9574271077563381,1.0,1.0,2.0,2.25,4.0
2597,16.0,2.125,1.0878112581387147,1.0,1.0,2.0,3.0,4.0
2598,21.0,1.9523809523809523,0.8646496675642958,1.0,1.0,2.0,2.0,4.0
2599,15.0,1.8666666666666667,0.8338093878327919,1.0,1.0,2.0,2.5,3.0
2600,19.0,1.4736842105263157,0.6966922684794661,1.0,1.0,1.0,2.0,3.0
2601,16.0,2.1875,1.1672617529928753,1.0,2.0,2.0,2.0,6.0
2602,17.0,1.7647058823529411,0.970142500145332,1.0,1.0,1.0,2.0,4.0
2603,23.0,3.9130434782608696,2.5210575608852013,1.0,2.0,3.0,5.0,13.0
2604,20.0,2.7,1.1742858972247996,1.0,2.0,3.0,3.25,5.0
2605,20.0,2.1,1.1652874052533588,1.0,1.0,2.0,3.0,4.0
2606,19.0,2.3157894736842106,1.2042808632793345,1.0,1.5,2.0,3.0,5.0
2607,15.0,2.6,1.6388149028228558,1.0,1.0,2.0,4.0,6.0
2608,21.0,3.0,1.5811388300841898,1.0,2.0,2.0,4.0,6.0
2609,21.0,3.238095238095238,1.6704718466577613,1.0,2.0,3.0,4.0,7.0
2610,23.0,2.9130434782608696,1.4114159066908942,1.0,2.0,3.0,4.0,5.0
2611,23.0,2.9565217391304346,2.325320327289539,1.0,1.0,2.0,4.0,9.0
2612,22.0,2.9545454545454546,1.6176783106919363,1.0,2.0,2.0,4.0,6.0
2613,19.0,2.8421052631578947,2.0619073665672016,1.0,1.0,2.0,4.0,7.0
2614,22.0,2.9545454545454546,1.5268165676232461,1.0,2.0,3.0,3.75,7.0
2615,21.0,2.857142857142857,1.4589624493356326,1.0,2.0,3.0,4.0,6.0
2616,19.0,2.789473684210526,1.5121341566151925,1.0,2.0,2.0,4.0,7.0
2617,19.0,2.736842105263158,2.02325659555628,1.0,1.0,2.0,3.0,8.0
2618,22.0,2.909090909090909,2.113653819226901,1.0,2.0,2.0,3.75,8.0
2619,19.0,3.263157894736842,1.6945043609385506,1.0,2.0,3.0,4.5,6.0
2620,21.0,2.0,0.6324555320336759,1.0,2.0,2.0,2.0,3.0
2621,17.0,2.176470588235294,0.951005659660279,1.0,1.0,2.0,3.0,4.0
2622,18.0,2.1666666666666665,1.294785923709126,1.0,1.25,2.0,2.0,6.0
2623,20.0,2.95,1.5719582155957414,1.0,2.0,2.5,4.0,6.0
2624,20.0,2.95,1.4317821063276353,1.0,2.0,3.0,3.0,7.0
2625,20.0,2.95,2.0384462607326044,1.0,1.0,2.0,4.0,8.0
2626,23.0,2.5217391304347827,1.3097385310674974,1.0,1.0,3.0,3.0,5.0
2627,21.0,2.6666666666666665,1.6532795690182993,1.0,1.0,2.0,3.0,6.0
2628,21.0,3.0,1.449137674618944,1.0,2.0,3.0,4.0,6.0
2629,18.0,2.611111111111111,1.500544563459581,1.0,1.0,2.0,4.0,5.0
2630,22.0,2.6818181818181817,1.129111055163209,1.0,2.0,2.0,3.0,5.0
2631,20.0,2.25,1.2513150976809202,1.0,1.0,2.0,3.0,5.0
2632,19.0,2.0526315789473686,1.0259783520851542,1.0,1.0,2.0,3.0,4.0
2633,20.0,2.75,1.2085223687584246,1.0,2.0,3.0,4.0,5.0
2634,23.0,3.1739130434782608,1.9224079103855778,1.0,2.0,3.0,4.5,8.0
2635,21.0,3.4285714285714284,2.4201534780139164,1.0,2.0,3.0,5.0,9.0
2636,20.0,2.4,1.353358395757909,1.0,1.0,2.0,3.0,6.0
2637,21.0,3.2857142857142856,1.4192553379451192,1.0,2.0,3.0,4.0,6.0
2638,21.0,2.857142857142857,1.7687768170607134,1.0,1.0,3.0,4.0,7.0
2639,21.0,2.4285714285714284,1.164964745021435,1.0,2.0,2.0,3.0,5.0
2640,19.0,1.5789473684210527,0.8377078165833909,1.0,1.0,1.0,2.0,4.0
2641,19.0,1.7894736842105263,0.9176629354822469,1.0,1.0,2.0,2.0,4.0
2642,20.0,2.0,0.9176629354822471,1.0,1.0,2.0,3.0,4.0
2643,21.0,2.3333333333333335,1.064581294844754,1.0,2.0,2.0,3.0,5.0
2644,22.0,2.1363636363636362,1.1668212637211672,1.0,1.0,2.0,3.0,6.0
2645,20.0,1.6,0.7539370349250519,1.0,1.0,1.0,2.0,3.0
2646,20.0,2.6,1.0462967275611939,1.0,2.0,2.0,3.0,5.0
2647,20.0,2.35,1.1821033884786185,1.0,1.0,2.0,3.0,5.0
2648,18.0,1.7222222222222223,0.6691131580686885,1.0,1.0,2.0,2.0,3.0
2649,21.0,1.7619047619047619,0.9436504599035547,1.0,1.0,1.0,2.0,4.0
2650,21.0,1.5238095238095237,0.749603069567329,1.0,1.0,1.0,2.0,3.0
2651,16.0,1.5,0.6324555320336759,1.0,1.0,1.0,2.0,3.0
2652,20.0,2.0,1.3377121081198773,1.0,1.0,1.0,3.0,5.0
2653,19.0,2.3157894736842106,0.88522637273985,1.0,2.0,2.0,3.0,4.0
2654,20.0,1.75,0.9665456669582609,1.0,1.0,1.5,2.0,4.0
2655,22.0,2.5454545454545454,1.2238608980744088,1.0,1.25,3.0,3.0,5.0
2656,21.0,2.0476190476190474,1.1169686869465263,1.0,1.0,2.0,3.0,4.0
2657,19.0,2.0526315789473686,0.9703197760719181,1.0,1.0,2.0,3.0,4.0
2658,22.0,1.9545454545454546,1.1742179860604587,1.0,1.0,2.0,2.0,5.0
2659,17.0,1.9411764705882353,0.8269362305593853,1.0,1.0,2.0,3.0,3.0
2660,19.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0
2661,21.0,2.238095238095238,1.3380867649282653,1.0,1.0,2.0,3.0,5.0
2662,17.0,1.9411764705882353,1.028991510855053,1.0,1.0,2.0,2.0,4.0
2663,20.0,2.4,1.3917047478769187,1.0,1.75,2.0,3.0,6.0
2664,20.0,1.65,1.1821033884786183,1.0,1.0,1.0,2.0,6.0
2665,20.0,1.9,0.9119095061289915,1.0,1.0,2.0,3.0,3.0
2666,19.0,2.1052631578947367,1.1496249070460265,1.0,1.0,2.0,3.0,5.0
2667,18.0,2.4444444444444446,1.2472191289246473,1.0,1.0,3.0,3.0,5.0
2668,19.0,2.473684210526316,1.5408663166699288,1.0,1.0,2.0,3.0,6.0
2669,23.0,2.782608695652174,1.6224706675911513,1.0,2.0,2.0,3.5,6.0
2670,19.0,1.6842105263157894,0.88522637273985,1.0,1.0,1.0,2.0,4.0
2671,19.0,2.3684210526315788,1.1160708020048364,1.0,2.0,2.0,3.0,5.0
2672,15.0,2.2,1.4735767952260146,1.0,1.0,2.0,3.0,5.0
2673,18.0,2.6666666666666665,1.2833778958394957,1.0,2.0,2.5,3.0,6.0
2674,19.0,2.3157894736842106,1.7654911680117475,1.0,1.0,1.0,3.5,7.0
2675,17.0,2.411764705882353,1.2277430273377532,1.0,2.0,2.0,3.0,6.0
2676,20.0,2.3,1.4903196407411894,1.0,1.0,2.0,3.0,6.0
2677,19.0,2.526315789473684,1.2187617145935723,1.0,2.0,2.0,3.0,5.0
2678,22.0,2.772727272727273,1.6310037278231955,1.0,1.0,3.0,3.75,7.0
2679,21.0,2.9523809523809526,1.4309504001254019,1.0,2.0,3.0,4.0,6.0
2680,21.0,2.4285714285714284,1.1212238211627763,1.0,2.0,2.0,3.0,5.0
2681,21.0,2.4285714285714284,1.1649647450214349,1.0,1.0,2.0,3.0,4.0
2682,20.0,2.3,1.2182817926554552,1.0,1.0,2.0,3.0,5.0
2683,20.0,2.0,0.8583950752789521,1.0,1.0,2.0,2.25,4.0
2684,22.0,3.090909090909091,1.5089918081475053,1.0,2.0,3.0,4.0,7.0
2685,23.0,2.739130434782609,1.388831795049606,1.0,2.0,3.0,3.0,7.0
2686,19.0,2.526315789473684,1.6454793645565071,1.0,1.0,2.0,4.0,6.0
2687,21.0,2.238095238095238,1.609495632325913,1.0,1.0,2.0,2.0,6.0
2688,19.0,2.8421052631578947,1.1672930649220892,1.0,2.0,3.0,3.5,5.0
2689,18.0,2.1666666666666665,1.5048939771136507,1.0,1.0,2.0,2.0,6.0
2690,18.0,1.7222222222222223,0.8947924869885987,1.0,1.0,1.5,2.0,4.0
2691,21.0,2.0476190476190474,1.3219754338182867,1.0,1.0,2.0,2.0,6.0
2692,19.0,2.526315789473684,1.4286131990551607,1.0,2.0,2.0,3.5,6.0
2693,21.0,1.8095238095238095,1.077916862241593,1.0,1.0,2.0,2.0,5.0
2694,19.0,2.526315789473684,1.2187617145935725,1.0,2.0,3.0,3.0,6.0
2695,16.0,2.9375,2.1437894797142123,1.0,1.0,2.0,4.25,7.0
2696,20.0,2.15,1.348488432516786,1.0,1.0,2.0,3.0,6.0
2697,17.0,1.588235294117647,0.7952062255644573,1.0,1.0,1.0,2.0,3.0
2698,18.0,1.7222222222222223,0.6691131580686884,1.0,1.0,2.0,2.0,3.0
2699,17.0,2.176470588235294,1.131110854295848,1.0,1.0,2.0,3.0,5.0
2700,19.0,1.9473684210526316,1.1290942392774796,1.0,1.0,2.0,2.0,5.0
2701,22.0,2.8181818181818183,1.7081419489459644,1.0,1.25,2.5,4.0,7.0
2702,20.0,1.75,0.9665456669582609,1.0,1.0,2.0,2.0,5.0
2703,20.0,2.25,0.910465468000326,1.0,1.75,2.0,3.0,4.0
2704,20.0,3.55,2.564432839727663,1.0,1.0,3.0,5.0,9.0
2705,22.0,2.3181818181818183,1.4924050144892729,1.0,1.0,2.0,3.0,7.0
2706,18.0,2.5555555555555554,1.5424282697487948,1.0,2.0,2.0,2.75,7.0
2707,19.0,2.4210526315789473,1.5024346712987118,1.0,1.0,2.0,4.0,6.0
2708,18.0,2.1666666666666665,1.2004900959975617,1.0,1.0,2.0,3.0,5.0
2709,22.0,3.0454545454545454,1.5879688352247412,1.0,2.0,3.0,3.0,8.0
2710,21.0,2.9047619047619047,1.300183137283433,1.0,2.0,3.0,4.0,6.0
2711,22.0,2.3636363636363638,1.5597757636597747,1.0,1.0,2.0,3.0,6.0
2712,19.0,3.4210526315789473,2.1164905300385093,1.0,2.0,3.0,4.0,8.0
2713,19.0,3.3157894736842106,1.9735087641318607,1.0,1.5,4.0,4.5,7.0
2714,22.0,2.909090909090909,1.4111491740216524,1.0,2.0,3.0,4.0,6.0
2715,23.0,3.0,2.04494943258218,1.0,1.0,3.0,4.0,7.0
2716,22.0,3.1818181818181817,2.174229226018436,1.0,2.0,2.0,4.0,8.0
2717,20.0,3.45,1.7910596686995397,1.0,2.0,3.0,5.0,6.0
2718,20.0,3.9,2.693071031173773,1.0,1.75,3.0,6.0,10.0
2719,21.0,2.6666666666666665,1.8257418583505538,1.0,1.0,2.0,3.0,7.0
2720,18.0,2.0,0.9074852129730301,1.0,1.0,2.0,3.0,3.0
2721,18.0,2.0,1.1881770515720091,1.0,1.0,2.0,2.75,5.0
2722,19.0,1.9473684210526316,0.7798635358208026,1.0,1.5,2.0,2.0,4.0
2723,19.0,3.3157894736842106,1.8871681188415435,1.0,2.0,3.0,4.5,7.0
2724,22.0,2.4545454545454546,1.2238608980744086,1.0,2.0,2.0,3.0,5.0
2725,22.0,2.227272727272727,1.0660035817780522,1.0,1.25,2.0,3.0,4.0
2726,23.0,2.869565217391304,1.358620551284111,1.0,2.0,3.0,4.0,5.0
2727,21.0,2.9047619047619047,1.7292993351285917,1.0,2.0,3.0,3.0,9.0
2728,20.0,2.9,1.0711528467275957,1.0,2.0,3.0,3.0,6.0
2729,21.0,2.6666666666666665,1.3540064007726602,1.0,2.0,2.0,3.0,5.0
2730,21.0,2.8095238095238093,1.2090925365350502,1.0,2.0,3.0,4.0,5.0
2731,20.0,1.7,1.0310954828418375,1.0,1.0,1.0,2.0,5.0
2732,19.0,2.1578947368421053,1.0145145470035764,1.0,1.0,2.0,3.0,4.0
2733,20.0,2.0,1.1239029738980326,1.0,1.0,2.0,3.0,4.0
2734,22.0,2.3636363636363638,1.0486024506776148,1.0,2.0,2.0,3.0,4.0
2735,20.0,2.0,0.8583950752789521,1.0,1.0,2.0,2.25,4.0
2736,16.0,2.0625,0.9979144919948469,1.0,1.75,2.0,2.0,5.0
2737,22.0,1.7272727272727273,0.7672969364884684,1.0,1.0,2.0,2.0,3.0
2738,21.0,1.7619047619047619,1.0442586798663398,1.0,1.0,1.0,2.0,4.0
2739,19.0,1.8421052631578947,1.1672930649220894,1.0,1.0,1.0,2.0,5.0
2740,14.0,1.5,0.7595545253127499,1.0,1.0,1.0,2.0,3.0
2741,19.0,1.7894736842105263,0.7132825035177586,1.0,1.0,2.0,2.0,3.0
2742,16.0,1.5625,0.7274384280931732,1.0,1.0,1.0,2.0,3.0
2743,18.0,1.9444444444444444,0.9375953110592338,1.0,1.0,2.0,2.75,4.0
2744,19.0,2.1578947368421053,1.3442535266309141,1.0,1.0,2.0,3.0,5.0
2745,21.0,2.238095238095238,1.4108423691100969,1.0,1.0,2.0,3.0,6.0
2746,20.0,2.1,1.0711528467275957,1.0,1.0,2.0,3.0,4.0
2747,20.0,1.95,0.998683343734455,1.0,1.0,2.0,2.25,4.0
2748,18.0,1.3888888888888888,0.6076849889141857,1.0,1.0,1.0,2.0,3.0
2749,19.0,1.736842105263158,1.2841817655680774,1.0,1.0,1.0,2.0,6.0
2750,17.0,2.0,1.2747548783981961,1.0,1.0,1.0,3.0,5.0
2751,19.0,1.8421052631578947,0.8342100651206136,1.0,1.0,2.0,2.0,4.0
2752,17.0,1.411764705882353,0.5072996561958923,1.0,1.0,1.0,2.0,2.0
2753,23.0,2.5217391304347827,1.1626601636447695,1.0,2.0,2.0,3.0,5.0
2754,22.0,2.272727272727273,1.2414207752110245,1.0,1.0,2.0,3.0,5.0
2755,19.0,1.9473684210526316,1.0259783520851542,1.0,1.0,2.0,2.0,5.0
2756,20.0,1.75,0.910465468000326,1.0,1.0,1.5,2.0,4.0
2757,18.0,1.6111111111111112,0.8498365855987975,1.0,1.0,1.0,2.0,3.0
2758,18.0,2.0555555555555554,1.1099667309387473,1.0,1.0,2.0,2.75,4.0
2759,21.0,2.238095238095238,1.1359912809859898,1.0,1.0,2.0,3.0,5.0
2760,23.0,2.0434782608695654,1.0215078369104982,1.0,1.0,2.0,3.0,4.0
2761,23.0,2.3043478260869565,1.258959982348188,1.0,1.5,2.0,2.5,5.0
2762,21.0,1.8571428571428572,0.8535639569308374,1.0,1.0,2.0,2.0,4.0
2763,20.0,2.15,1.1367080817685318,1.0,1.0,2.0,2.25,5.0
2764,21.0,2.6666666666666665,1.5599145275730122,1.0,1.0,3.0,4.0,6.0
2765,20.0,2.1,1.1652874052533588,1.0,1.0,2.0,3.0,5.0
2766,20.0,2.05,1.190974832912761,1.0,1.0,2.0,2.25,5.0
2767,19.0,1.894736842105263,0.936585811581694,1.0,1.0,2.0,2.5,4.0
2768,21.0,1.619047619047619,0.6690433824641325,1.0,1.0,2.0,2.0,3.0
2769,23.0,2.8260869565217392,1.402989467758157,1.0,2.0,3.0,4.0,6.0
2770,21.0,2.5238095238095237,1.3645163106041502,1.0,1.0,2.0,4.0,5.0
2771,21.0,1.8571428571428572,0.8535639569308374,1.0,1.0,2.0,3.0,3.0
2772,22.0,2.772727272727273,1.6310037278231952,1.0,1.25,2.0,4.0,6.0
2773,20.0,2.4,1.2732056517228265,1.0,1.0,2.0,3.25,5.0
2774,21.0,2.857142857142857,1.5901482410679293,1.0,2.0,3.0,3.0,8.0
2775,22.0,2.4545454545454546,1.2621701918020378,1.0,2.0,2.0,3.0,5.0
2776,20.0,2.4,1.0462967275611939,1.0,2.0,2.0,3.0,5.0
2777,21.0,2.0952380952380953,1.300183137283433,1.0,1.0,2.0,3.0,6.0
2778,21.0,2.6666666666666665,1.559914527573012,1.0,2.0,2.0,4.0,6.0
2779,20.0,2.35,1.3484884325167863,1.0,1.0,2.0,3.0,5.0
2780,20.0,2.0,1.2139539573337679,1.0,1.0,1.0,3.0,4.0
2781,22.0,3.4545454545454546,1.8955404488096772,1.0,1.25,4.0,5.0,7.0
2782,22.0,3.227272727272727,2.091520708589536,1.0,2.0,2.5,4.0,8.0
2783,20.0,2.9,1.119210247874531,1.0,2.0,3.0,4.0,5.0
2784,16.0,3.1875,1.8337120820892248,1.0,1.75,3.0,5.0,7.0
2785,18.0,1.9444444444444444,1.2589548523523142,1.0,1.0,2.0,2.0,5.0
2786,20.0,2.55,1.538112308540638,1.0,1.75,2.0,3.25,6.0
2787,22.0,2.3181818181818183,1.2105238392398416,1.0,1.25,2.0,3.0,5.0
2788,23.0,2.8260869565217392,1.466355219057953,1.0,2.0,3.0,3.0,7.0
2789,20.0,4.15,2.680828622881955,1.0,2.0,3.0,5.25,10.0
2790,20.0,3.25,1.5852942612451615,2.0,2.0,2.5,4.25,7.0
2791,21.0,3.238095238095238,2.188715648611347,1.0,2.0,3.0,4.0,9.0
2792,18.0,2.2222222222222223,1.1143742932064957,1.0,1.25,2.0,3.0,5.0
2793,16.0,2.4375,1.631716887208072,1.0,1.0,2.0,3.25,7.0
2794,20.0,2.0,1.025978352085154,1.0,1.0,2.0,2.25,5.0
2795,22.0,2.4545454545454546,1.5032432470296548,1.0,1.25,2.0,3.0,7.0
2796,22.0,3.1818181818181817,1.680032982566361,1.0,2.0,3.0,4.75,6.0
2797,21.0,2.0476190476190474,1.3219754338182867,1.0,1.0,2.0,3.0,5.0
2798,18.0,2.2777777777777777,1.1785113019775793,1.0,1.0,2.0,3.0,5.0
2799,19.0,2.736842105263158,1.758853959674307,1.0,1.5,2.0,3.0,6.0
2800,20.0,2.35,1.268027892769755,1.0,1.0,2.0,3.0,5.0
2801,22.0,2.1363636363636362,0.9408939288152439,1.0,1.25,2.0,3.0,4.0
2802,21.0,2.2857142857142856,0.9023778112773574,1.0,2.0,2.0,3.0,4.0
